,Total Household Income
23646,84190
23647,101704
23648,44400
23649,106444
23650,190102
23651,569551
23652,295280
23653,158896
23654,93605
23655,107176
23656,116500
23657,156755
23658,136785
23659,179375
23660,204103
23661,401529
23662,100034
23663,783294
23664,299602
23665,293053
23666,74038
23667,237204
23668,281694
23669,243338
23670,1960176
23671,72954
23672,93457
23673,481205
23674,160793
23675,892826
23676,1886730
23677,423600
23678,96914
23679,125871
23680,103501
23681,33037
23682,541512
23683,49331
23684,102285
23685,150647
23686,58000
23687,103372
23688,146194
23689,123295
23690,100659
23691,82957
23692,205492
23693,73887
23694,61396
23695,36261
23696,124830
23697,97244
23698,110156
23699,142584
23700,123684
23701,62054
23702,100059
23703,91420
23704,64519
23705,130116
23706,113748
23707,66857
23708,110750
23709,163055
23710,99790
23711,91801
23712,275579
23713,86732
23714,82806
23715,299708
23716,174470
23717,238964
23718,91650
23719,140205
23720,149721
23721,161522
23722,175027
23723,575217
23724,157261
23725,250154
23726,93688
23727,193850
23728,237940
23729,134307
23730,91310
23731,166886
23732,73825
23733,78751
23734,28225
23735,301144
23736,125806
23737,115757
23738,72461
23739,266960
23740,62445
23741,90344
23742,46770
23743,102208
23744,319520
23745,122432
23746,69403
23747,51878
23748,144824
23749,267389
23750,154590
23751,224546
23752,145376
23753,80488
23754,227177
23755,171208
23756,109735
23757,307111
23758,152050
23759,230568
23760,186950
23761,112065
23762,377991
23763,114523
23764,155868
23765,118482
23766,98077
23767,26804
23768,92956
23769,95647
23770,103817
23771,159562
23772,41378
23773,92776
23774,93628
23775,59998
23776,89367
23777,96430
23778,56246
23779,91357
23780,66548
23781,68847
23782,112211
23783,111101
23784,58656
23785,125133
23786,82075
23787,94485
23788,69809
23789,92734
23790,78499
23791,73467
23792,86032
23793,93204
23794,76300
23795,39350
23796,1209282
23797,54690
23798,79522
23799,113308
23800,77440
23801,127777
23802,57440
23803,51008
23804,120967
23805,40510
23806,389600
23807,254361
23808,315544
23809,159565
23810,31164
23811,104860
23812,181252
23813,132535
23814,187740
23815,140123
23816,183565
23817,44200
23818,505601
23819,229552
23820,59145
23821,106424
23822,794824
23823,93037
23824,402532
23825,137459
23826,116127
23827,378374
23828,57960
23829,78810
23830,60347
23831,46555
23832,43952
23833,217236
23834,164599
23835,93202
23836,92031
23837,165214
23838,277291
23839,127018
23840,106942
23841,72666
23842,145823
23843,634420
23844,93998
23845,60417
23846,71727
23847,183467
23848,81611
23849,78618
23850,22116
23851,170818
23852,102484
23853,177420
23854,618802
23855,165948
23856,219202
23857,156613
23858,246377
23859,114398
23860,22843
23861,121542
23862,311419
23863,169248
23864,170862
23865,204332
23866,151593
23867,168851
23868,241618
23869,298770
23870,148121
23871,191714
23872,259937
23873,61395
23874,54734
23875,208660
23876,89378
23877,54241
23878,221880
23879,194192
23880,148718
23881,93158
23882,72402
23883,130075
23884,75925
23885,162580
23886,190411
23887,179497
23888,187652
23889,101780
23890,16137
23891,131770
23892,157955
23893,311242
23894,206501
23895,216154
23896,118853
23897,159753
23898,25666
23899,215910
23900,209260
23901,795270
23902,286924
23903,287881
23904,495093
23905,607690
23906,203104
23907,1574017
23908,89495
23909,163693
23910,135231
23911,72539
23912,113048
23913,159969
23914,51917
23915,31876
23916,63116
23917,73365
23918,82574
23919,71502
23920,88493
23921,250590
23922,295740
23923,147760
23924,72247
23925,51353
23926,52977
23927,104240
23928,81855
23929,122335
23930,194018
23931,137931
23932,85150
23933,93881
23934,44330
23935,131758
23936,99249
23937,206124
23938,85450
23939,57024
23940,55015
23941,72854
23942,105288
23943,154569
23944,45957
23945,79832
23946,162789
23947,82402
23948,62013
23949,187908
23950,108925
23951,120968
23952,52709
23953,52428
23954,61359
23955,160880
23956,60295
23957,76608
23958,62926
23959,53598
23960,61745
23961,129904
23962,54903
23963,152061
23964,129373
23965,67004
23966,179937
23967,81893
23968,77750
23969,235952
23970,249568
23971,115437
23972,173167
23973,67265
23974,209006
23975,199071
23976,161702
23977,109108
23978,162436
23979,198278
23980,453038
23981,255190
23982,164596
23983,243705
23984,114233
23985,117570
23986,135902
23987,88592
23988,109132
23989,101986
23990,80374
23991,116553
23992,158008
23993,196798
23994,137266
23995,106372
23996,659300
23997,128462
23998,103025
23999,89634
24000,501139
24001,197107
24002,74150
24003,220936
24004,118921
24005,404962
24006,140958
24007,242300
24008,197352
24009,123320
24010,66373
24011,77777
24012,668880
24013,244614
24014,124005
24015,287827
24016,236600
24017,155790
24018,161392
24019,82542
24020,73459
24021,33245
24022,155094
24023,248782
24024,103885
24025,195324
24026,173353
24027,334148
24028,121581
24029,101562
24030,138962
24031,102857
24032,144007
24033,159106
24034,87596
24035,152900
24036,130877
24037,733996
24038,132292
24039,138468
24040,298265
24041,296940
24042,147448
24043,59320
24044,211039
24045,129438
24046,134024
24047,184183
24048,107590
24049,100940
24050,17840
24051,41220
24052,31965
24053,137102
24054,27783
24055,52204
24056,69031
24057,27245
24058,53323
24059,81290
24060,71662
24061,20011
24062,171800
24063,111548
24064,77469
24065,42609
24066,47653
24067,67530
24068,54848
24069,25366
24070,91533
24071,103383
24072,81797
24073,160906
24074,145315
24075,99726
24076,431058
24077,70844
24078,63102
24079,158674
24080,73757
24081,666638
24082,99775
24083,599300
24084,593621
24085,1167743
24086,107433
24087,79450
24088,135290
24089,138685
24090,101272
24091,153622
24092,171385
24093,91770
24094,164737
24095,101108
24096,65289
24097,152413
24098,125302
24099,145936
24100,142928
24101,116630
24102,132025
24103,121235
24104,21132
24105,49760
24106,58956
24107,88742
24108,107215
24109,97163
24110,296969
24111,570492
24112,132056
24113,151147
24114,49214
24115,60027
24116,56454
24117,94608
24118,92857
24119,32654
24120,32658
24121,77834
24122,52516
24123,255590
24124,45705
24125,105615
24126,72851
24127,33715
24128,103381
24129,43289
24130,93324
24131,38177
24132,400092
24133,401695
24134,82524
24135,86188
24136,104396
24137,112477
24138,138361
24139,118793
24140,150398
24141,223623
24142,209693
24143,86694
24144,649149
24145,272884
24146,34549
24147,153236
24148,160946
24149,235729
24150,240980
24151,193436
24152,728406
24153,38106
24154,167040
24155,68646
24156,18865
24157,89962
24158,201608
24159,433646
24160,77797
24161,62930
24162,336110
24163,89838
24164,139291
24165,1689027
24166,351834
24167,137336
24168,68207
24169,98545
24170,75967
24171,102988
24172,64516
24173,95769
24174,202480
24175,93234
24176,46195
24177,40978
24178,133876
24179,46862
24180,446001
24181,68603
24182,102407
24183,62494
24184,60387
24185,97127
24186,150142
24187,79900
24188,97236
24189,56926
24190,95670
24191,54617
24192,71313
24193,136015
24194,37853
24195,52296
24196,106980
24197,54418
24198,137570
24199,118588
24200,128028
24201,107743
24202,61796
24203,28197
24204,51013
24205,64279
24206,93334
24207,118979
24208,273858
24209,75761
24210,23321
24211,83318
24212,87561
24213,141798
24214,121207
24215,91986
24216,104371
24217,660902
24218,96061
24219,280790
24220,104873
24221,441894
24222,304600
24223,63062
24224,98530
24225,209443
24226,199216
24227,230457
24228,215215
24229,590355
24230,308009
24231,846822
24232,98095
24233,138932
24234,222560
24235,606536
24236,399346
24237,603617
24238,345408
24239,650518
24240,230799
24241,183918
24242,55080
24243,64195
24244,117020
24245,44734
24246,103392
24247,107483
24248,983338
24249,68487
24250,38666
24251,84912
24252,47470
24253,65552
24254,70072
24255,63688
24256,191682
24257,186460
24258,124549
24259,81331
24260,63498
24261,181451
24262,59181
24263,216612
24264,130110
24265,90991
24266,50327
24267,326370
24268,182730
24269,149645
24270,101918
24271,75758
24272,29221
24273,130833
24274,94152
24275,402742
24276,78526
24277,410824
24278,2908383
24279,238810
24280,30264
24281,93324
24282,267079
24283,132649
24284,155817
24285,168018
24286,54333
24287,84231
24288,56843
24289,172538
24290,257341
24291,75919
24292,44313
24293,203645
24294,353265
24295,124273
24296,124027
24297,48742
24298,48364
24299,130290
24300,153011
24301,68592
24302,134802
24303,73299
24304,64992
24305,113790
24306,131014
24307,75087
24308,68437
24309,35353
24310,64503
24311,73887
24312,81562
24313,69496
24314,85365
24315,86284
24316,82480
24317,68204
24318,75643
24319,62227
24320,94071
24321,227882
24322,236450
24323,68903
24324,125157
24325,186189
24326,72629
24327,82996
24328,86280
24329,67911
24330,45773
24331,124951
24332,72843
24333,79663
24334,166447
24335,52704
24336,73570
24337,61159
24338,154909
24339,242742
24340,164157
24341,126407
24342,169695
24343,120390
24344,54971
24345,111494
24346,39157
24347,249127
24348,58947
24349,73769
24350,148650
24351,65948
24352,120515
24353,73463
24354,38563
24355,36794
24356,81661
24357,112134
24358,121239
24359,59823
24360,352715
24361,67673
24362,155986
24363,30984
24364,102094
24365,94860
24366,113145
24367,26156
24368,73833
24369,126850
24370,120264
24371,250337
24372,679559
24373,182653
24374,107688
24375,161416
24376,286580
24377,194274
24378,175259
24379,104619
24380,110462
24381,92668
24382,119139
24383,251470
24384,124395
24385,202015
24386,422470
24387,82538
24388,125988
24389,152515
24390,130867
24391,207137
24392,68521
24393,142322
24394,169756
24395,117655
24396,166134
24397,110826
24398,64459
24399,73883
24400,89178
24401,238821
24402,71190
24403,50102
24404,183146
24405,98430
24406,194890
24407,143080
24408,107412
24409,96203
24410,111976
24411,170659
24412,212285
24413,111775
24414,352239
24415,184083
24416,107014
24417,227565
24418,95545
24419,102614
24420,152113
24421,176275
24422,724446
24423,147453
24424,44775
24425,147186
24426,179840
24427,109580
24428,87379
24429,149592
24430,71660
24431,166222
24432,133380
24433,63782
24434,468838
24435,421378
24436,170569
24437,119681
24438,105207
24439,62411
24440,86980
24441,72880
24442,118280
24443,151083
24444,211454
24445,232382
24446,376062
24447,138292
24448,223810
24449,92693
24450,139234
24451,68093
24452,323673
24453,332132
24454,81798
24455,105410
24456,53910
24457,733138
24458,80527
24459,106114
24460,82323
24461,49431
24462,187627
24463,76468
24464,49729
24465,126278
24466,148719
24467,148341
24468,182336
24469,262167
24470,55835
24471,96115
24472,439128
24473,140613
24474,67670
24475,73809
24476,310048
24477,365917
24478,290064
24479,82460
24480,258178
24481,121970
24482,141264
24483,50684
24484,71568
24485,72437
24486,417979
24487,118620
24488,241092
24489,184538
24490,181136
24491,70892
24492,175020
24493,223996
24494,171649
24495,143803
24496,119178
24497,89337
24498,48327
24499,33494
24500,50386
24501,60572
24502,84882
24503,103174
24504,71522
24505,15204
24506,43134
24507,86289
24508,54152
24509,54869
24510,89659
24511,165537
24512,119786
24513,305566
24514,108014
24515,98147
24516,181887
24517,130049
24518,118605
24519,60799
24520,260540
24521,67237
24522,168911
24523,31422
24524,111469
24525,153960
24526,83128
24527,114633
24528,178226
24529,113280
24530,63016
24531,81804
24532,215743
24533,121762
24534,116759
24535,166441
24536,70555
24537,98923
24538,38985
24539,161345
24540,133197
24541,161220
24542,100373
24543,108018
24544,160188
24545,103036
24546,127083
24547,278455
24548,184735
24549,921186
24550,99252
24551,603358
24552,94766
24553,110789
24554,228102
24555,44426
24556,63951
24557,214359
24558,70178
24559,94154
24560,117000
24561,146681
24562,125100
24563,141645
24564,711687
24565,50129
24566,196589
24567,86905
24568,187567
24569,153062
24570,129479
24571,83127
24572,55207
24573,64097
24574,96698
24575,145994
24576,88255
24577,311454
24578,102909
24579,101824
24580,242313
24581,158485
24582,119768
24583,189214
24584,72435
24585,150987
24586,182376
24587,106893
24588,100535
24589,110266
24590,145427
24591,178985
24592,107977
24593,99667
24594,81951
24595,89558
24596,223800
24597,154520
24598,62253
24599,76948
24600,47200
24601,137599
24602,117158
24603,31333
24604,44686
24605,66976
24606,100191
24607,87768
24608,50970
24609,60856
24610,76079
24611,99046
24612,333353
24613,167942
24614,78544
24615,298243
24616,87140
24617,66061
24618,87682
24619,204660
24620,75270
24621,100926
24622,180966
24623,152434
24624,91201
24625,441368
24626,1909348
24627,154556
24628,880780
24629,1139783
24630,444972
24631,323424
24632,69846
24633,74085
24634,184017
24635,182535
24636,129363
24637,111184
24638,224340
24639,60136
24640,124899
24641,53011
24642,44793
24643,66211
24644,187319
24645,178914
24646,520468
24647,264681
24648,51225
24649,151980
24650,206750
24651,123417
24652,71804
24653,59792
24654,73575
24655,902196
24656,128186
24657,510096
24658,64582
24659,281236
24660,98326
24661,90949
24662,128906
24663,139131
24664,78481
24665,275407
24666,75302
24667,248376
24668,230910
24669,165749
24670,96075
24671,117160
24672,225365
24673,224997
24674,161250
24675,138276
24676,154900
24677,119713
24678,166343
24679,69434
24680,77275
24681,104527
24682,56599
24683,97227
24684,293608
24685,64594
24686,128473
24687,216560
24688,325321
24689,123164
24690,136060
24691,116290
24692,344415
24693,104376
24694,209004
24695,45821
24696,529131
24697,432176
24698,60445
24699,80698
24700,261846
24701,194031
24702,144710
24703,143900
24704,313302
24705,66945
24706,105167
24707,74195
24708,92812
24709,57268
24710,77490
24711,44442
24712,33406
24713,283474
24714,272360
24715,158574
24716,160324
24717,144266
24718,93390
24719,90758
24720,282283
24721,39012
24722,208532
24723,55562
24724,74869
24725,164551
24726,150358
24727,208523
24728,168317
24729,152912
24730,236055
24731,174476
24732,314755
24733,135154
24734,57639
24735,66014
24736,47945
24737,46910
24738,53931
24739,70396
24740,29314
24741,75490
24742,65754
24743,52804
24744,45569
24745,84273
24746,87049
24747,98201
24748,89656
24749,48357
24750,320102
24751,65340
24752,88935
24753,35324
24754,81321
24755,33600
24756,394934
24757,115078
24758,167488
24759,480206
24760,312474
24761,112116
24762,235200
24763,404830
24764,63380
24765,64018
24766,578610
24767,64602
24768,145782
24769,95173
24770,125839
24771,79600
24772,146307
24773,233160
24774,122225
24775,170282
24776,124460
24777,157714
24778,107234
24779,158402
24780,166715
24781,52525
24782,73777
24783,141993
24784,328540
24785,110780
24786,262624
24787,51995
24788,646595
24789,59622
24790,43280
24791,74030
24792,28558
24793,56880
24794,102335
24795,102912
24796,63813
24797,72540
24798,143707
24799,74851
24800,56126
24801,31555
24802,269095
24803,50648
24804,122730
24805,60418
24806,135941
24807,121314
24808,86869
24809,202905
24810,76684
24811,368062
24812,215446
24813,203255
24814,121100
24815,299093
24816,180768
24817,154180
24818,74242
24819,127313
24820,146392
24821,88759
24822,146588
24823,48346
24824,249270
24825,44498
24826,111289
24827,274516
24828,78195
24829,137580
24830,319872
24831,201840
24832,197455
24833,99325
24834,131640
24835,75509
24836,194736
24837,36908
24838,65008
24839,67960
24840,39188
24841,282470
24842,144016
24843,319550
24844,70301
24845,130800
24846,121693
24847,204225
24848,94879
24849,209750
24850,123940
24851,236995
24852,154397
24853,162190
24854,595967
24855,277266
24856,124816
24857,151148
24858,625767
24859,166175
24860,126551
24861,540382
24862,128099
24863,263239
24864,122998
24865,288446
24866,24559
24867,280941
24868,86793
24869,227110
